Suspect ID,Name,Description,Previous Convictions,Interview Date,Age Group,Crime Type,Arrested,Postcode
S0277,Anthony Torres,"male, 5'4"", dark coat",3,2025-05-26,18-24,Bicycle theft,No,CR0 2FA
S1333,Isabella Perez,"female, 5'9"", denim jacket",23,2025-05-08,18-24,Theft from the person,No,N21 1AE
S1075,John Taylor,"male, 5'6"", black hoodie",7,2025-05-30,35-44,Bicycle theft,Yes,TW11 0RD
S1294,Carol Lopez,"male, 6'1"", black hoodie",15,2025-05-09,18-24,Theft from the person,Yes,SE9 3SQ
S0801,Emma Carter,"female, 6'2"", baseball cap",9,2025-06-07,55+,Theft from the person,Yes,SW18 2ET
S0384,Michael Gonzalez,"male, 5'9"", tracksuit",6,2025-07-31,55+,Theft from the person,No,W1V 3LA
S1164,Mary Perez,"female, 5'9"", black hoodie",11,2025-07-11,35-44,Theft from the person,Yes,RM12 5QS
S1086,Lisa Miller,"male, 5'8"", leather jacket",32,2025-07-12,18-24,Bicycle theft,Yes,W12 6AN
S0868,Linda Flores,"female, 5'6"", black hoodie",6,2025-06-18,25-34,Bicycle theft,Yes,DA8 1NF
S1362,Sarah Robinson,"female, 5'9"", baseball cap",9,2025-06-19,35-44,Theft from the person,Yes,W1P 6HQ
S0982,Richard Anderson,"male, 6'0"", baseball cap",13,2025-05-11,55+,Bicycle theft,Yes,W1N 2BH
S0884,Nancy Green,"female, 5'10"", tracksuit",11,2025-05-07,55+,Bicycle theft,No,EC3R 7AR
S1262,Mary Ramirez,"male, 5'4"", denim jacket",20,2025-06-29,25-34,Theft from the person,Yes,E18 9BZ
S0432,Ruth Roberts,"female, 6'2"", denim jacket",2,2025-06-12,45-54,Bicycle theft,No,SW11 2JD
S0643,Robert Walker,"male, 5'9"", dark coat",11,2025-07-20,45-54,Bicycle theft,Yes,N1P 1EL
S0758,Ava Thomas,"male, 5'4"", white t-shirt",7,2025-07-24,35-44,Theft from the person,No,E16 1BS
S0774,Mark Scott,"male, 5'5"", grey sweater",16,2025-07-13,55+,Bicycle theft,No,BR6 6WY
S1175,Steven Hernandez,"male, 5'8"", dark coat",19,2025-05-29,35-44,Bicycle theft,Yes,SE18 5AS
S0869,Joshua Hill,"male, 5'5"", tracksuit",11,2025-06-16,55+,Theft from the person,Yes,RM11 2LA
S1090,Harper Garcia,"female, 5'6"", baseball cap",1,2025-05-27,35-44,Bicycle theft,Yes,NW4 1PD
S1073,Christopher Moore,"male, 5'10"", dark coat",11,2025-07-29,35-44,Bicycle theft,No,W1R 0EH
S0620,Donna Walker,"female, 5'6"", white t-shirt",6,2025-05-03,18-24,Bicycle theft,Yes,CR8 9BJ
S0852,Paul Perez,"male, 5'11"", denim jacket",14,2025-07-15,55+,Theft from the person,Yes,SW4 6AX
S0467,Paul Gonzalez,"female, 5'8"", red jacket",8,2025-06-15,45-54,Theft from the person,No,SE16 3YW
S0115,Charles Lopez,"female, 5'8"", black hoodie",19,2025-05-23,25-34,Bicycle theft,No,N4 3YT
S0014,Olivia Thompson,"male, 5'4"", dark coat",15,2025-07-25,35-44,Theft from the person,No,SE8 5BF
S0019,Sharon Moore,"male, 6'2"", grey sweater",16,2025-06-18,18-24,Theft from the person,No,CR0 5AT
S0813,Donald Brown,"male, 5'7"", tracksuit",7,2025-06-25,55+,Bicycle theft,No,IG8 8BP
S0175,Carol Sanchez,"female, 5'4"", baseball cap",2,2025-07-30,45-54,Bicycle theft,Yes,SE24 0XN
S0986,Matthew Martin,"male, 6'2"", tracksuit",8,2025-06-13,18-24,Bicycle theft,No,TW7 4EA
S1462,Isabella Carter,"male, 5'11"", dark coat",45,2025-05-03,25-34,Theft from the person,Yes,RM11 3XE
S0916,Michelle Perez,"male, 5'4"", blue jeans",12,2025-06-10,45-54,Theft from the person,No,N8 9AL
S0686,Charlotte Martinez,"male, 5'5"", black hoodie",16,2025-05-17,25-34,Theft from the person,Yes,BR1 2WQ
S0732,Ruth Rodriguez,"female, 5'11"", tracksuit",16,2025-05-15,35-44,Bicycle theft,Yes,W1G 7AF
S1395,Carol Perez,"female, 6'0"", blue jeans",19,2025-07-03,35-44,Theft from the person,Yes,N19 5QB
S0347,Susan Harris,"female, 5'7"", leather jacket",9,2025-06-02,25-34,Theft from the person,Yes,TW13 4PS
S1324,William Young,"male, 5'10"", dark coat",14,2025-07-28,18-24,Theft from the person,No,SW17 8JN
S1486,William Martin,"male, 5'10"", denim jacket",11,2025-07-23,55+,Theft from the person,Yes,W1S 3BE
S1006,John Rodriguez,"male, 5'4"", black hoodie",5,2025-06-06,18-24,Theft from the person,Yes,SW19 7NJ
S0890,Betty White,"male, 5'8"", grey sweater",12,2025-07-27,35-44,Bicycle theft,Yes,SW2 2RZ
S0349,Ava Hall,"male, 5'5"", blue jeans",4,2025-07-24,25-34,Bicycle theft,No,W2 6NF
S1157,Barbara Jones,"female, 5'11"", blue jeans",6,2025-05-17,25-34,Theft from the person,No,SE10 0LY
S1144,Sandra Wright,"male, 5'4"", tracksuit",7,2025-06-14,45-54,Bicycle theft,Yes,E16 2YF
S0087,Sandra Miller,"male, 5'6"", leather jacket",22,2025-06-08,18-24,Bicycle theft,Yes,EC4R 3AA
S0329,Matthew Sanchez,"male, 5'9"", black hoodie",17,2025-07-28,35-44,Bicycle theft,Yes,N10 9EE
S1200,William Davis,"male, 5'7"", red jacket",20,2025-07-07,25-34,Theft from the person,Yes,SW6 3RE
S1477,Michelle Lopez,"female, 5'11"", blue jeans",9,2025-05-12,55+,Bicycle theft,No,E17 3FG
S0587,Betty Torres,"female, 5'7"", grey sweater",1,2025-06-30,35-44,Theft from the person,No,NW2 2ZF
S1482,Jessica Martin,"male, 5'5"", dark coat",18,2025-07-29,25-34,Bicycle theft,No,HA2 0RN
S0477,Sophia Martinez,"male, 5'7"", leather jacket",15,2025-07-14,35-44,Theft from the person,No,W1V 9LB
S0803,Charles White,"male, 6'0"", red jacket",18,2025-06-27,25-34,Bicycle theft,No,SW7 4ZB
S0619,Mark Garcia,"male, 6'1"", red jacket",12,2025-07-28,25-34,Bicycle theft,No,SM4 5AP
S0366,Michelle Campbell,"male, 5'9"", dark coat",1,2025-07-02,35-44,Bicycle theft,No,EC3M 6AP
S1089,Donna Anderson,"male, 5'11"", baseball cap",10,2025-07-22,35-44,Theft from the person,Yes,EC3R 7NQ
S1233,Olivia Thomas,"male, 6'1"", tracksuit",11,2025-06-19,25-34,Bicycle theft,Yes,NW1 9PE
S0164,Emma Lewis,"male, 5'6"", leather jacket",5,2025-07-12,45-54,Bicycle theft,Yes,UB9 6PA
S0313,Richard Sanchez,"female, 5'10"", baseball cap",24,2025-06-14,18-24,Theft from the person,No,IG8 8EL
S0541,William Allen,"male, 5'11"", grey sweater",14,2025-06-18,18-24,Bicycle theft,Yes,SM5 3NY
S0956,Donna Nguyen,"female, 5'7"", baseball cap",15,2025-05-04,35-44,Theft from the person,No,RM14 2LX
S0951,Mary Baker,"male, 5'5"", baseball cap",25,2025-05-07,45-54,Bicycle theft,No,SE26 6BN
S1482,Jessica Martin,"male, 5'5"", dark coat",10,2025-06-11,45-54,Bicycle theft,Yes,E2 9XW
S0153,Robert Hill,"female, 6'0"", grey sweater",7,2025-05-23,35-44,Theft from the person,No,UB1 9ED
S0059,David Lopez,"male, 5'7"", baseball cap",2,2025-05-10,55+,Bicycle theft,No,TW2 7NH
S0296,Sarah Clark,"male, 5'10"", red jacket",14,2025-07-19,55+,Bicycle theft,Yes,SE16 1TU
S0286,Harper Hernandez,"male, 5'9"", black hoodie",4,2025-07-31,25-34,Theft from the person,No,BR4 9DG
S0769,Christopher Jackson,"female, 5'6"", baseball cap",2,2025-06-22,18-24,Bicycle theft,Yes,SW19 4UE
S0507,Jessica Robinson,"female, 5'6"", black hoodie",2,2025-06-08,25-34,Bicycle theft,No,N14 6BS
S0549,Thomas Rodriguez,"male, 5'11"", leather jacket",11,2025-05-06,18-24,Theft from the person,Yes,W3 7QU
S0782,Ava Hill,"female, 5'5"", baseball cap",17,2025-06-01,55+,Theft from the person,No,SW17 9SD
S1465,Emma Roberts,"female, 5'9"", grey sweater",9,2025-06-29,45-54,Bicycle theft,No,N7 8DJ
S1121,Charles Nelson,"male, 6'2"", grey sweater",6,2025-07-12,25-34,Bicycle theft,Yes,W14 4AL
S1302,Daniel Lewis,"female, 6'1"", dark coat",14,2025-05-15,45-54,Bicycle theft,Yes,UB10 9UQ
S1461,Mark Garcia,"male, 5'6"", leather jacket",13,2025-05-01,25-34,Theft from the person,Yes,NW10 3JH
S0692,Robert Taylor,"female, 5'6"", leather jacket",19,2025-05-28,55+,Bicycle theft,Yes,EC2M 2QJ
S0282,Nancy Garcia,"female, 5'9"", denim jacket",12,2025-06-03,25-34,Theft from the person,Yes,N1 9ZF
S0388,Christopher Clark,"female, 5'11"", white t-shirt",6,2025-07-01,35-44,Bicycle theft,No,E20 1GE
S1138,Ruth Nelson,"female, 5'6"", grey sweater",15,2025-07-03,18-24,Theft from the person,Yes,BR1 1RR
S0324,Sarah Johnson,"male, 6'0"", blue jeans",9,2025-05-29,25-34,Bicycle theft,Yes,UB10 0WH
S0422,Lisa Gonzalez,"female, 6'1"", red jacket",15,2025-05-26,45-54,Theft from the person,No,SW6 7RH
S1427,Lisa Hall,"male, 5'9"", white t-shirt",15,2025-06-23,45-54,Theft from the person,No,BR5 4PY
S1401,Olivia Wright,"male, 5'7"", red jacket",16,2025-07-01,25-34,Theft from the person,Yes,UB5 5RW
S1494,Helen Thompson,"male, 5'8"", baseball cap",40,2025-06-14,55+,Bicycle theft,No,SW9 8ZQ
S1478,Emma Torres,"female, 5'6"", denim jacket",18,2025-07-25,55+,Theft from the person,Yes,BR1 3HJ
S1284,Mark Baker,"male, 5'5"", leather jacket",24,2025-07-20,18-24,Bicycle theft,No,N16 5SB
S0596,Anthony Wright,"male, 5'6"", blue jeans",13,2025-05-08,25-34,Theft from the person,No,W6 7GN
S1032,Emma Martin,"male, 6'0"", tracksuit",7,2025-05-08,25-34,Bicycle theft,No,W7 3ZF
S0398,Elizabeth Walker,"female, 5'11"", red jacket",0,2025-06-17,35-44,Theft from the person,No,SM2 6GE
S1246,Charles Harris,"female, 5'4"", tracksuit",10,2025-06-15,45-54,Theft from the person,Yes,W1S 1PX
S0074,James Hernandez,"female, 5'6"", denim jacket",12,2025-07-26,25-34,Theft from the person,Yes,HA7 4YU
S0686,Charlotte Martinez,"male, 5'5"", black hoodie",6,2025-05-16,45-54,Theft from the person,No,HA7 4UP
S0505,Paul Johnson,"female, 5'5"", red jacket",6,2025-05-13,25-34,Bicycle theft,No,E17 4YG
S0365,Joseph Baker,"male, 5'10"", tracksuit",9,2025-05-16,25-34,Theft from the person,Yes,SE7 7LW
S1046,Helen Allen,"female, 5'9"", white t-shirt",11,2025-05-22,55+,Bicycle theft,No,SM6 6BB
S1317,Olivia Johnson,"female, 6'1"", baseball cap",20,2025-06-05,18-24,Theft from the person,No,IG8 0LQ
S0299,William Hall,"male, 5'9"", white t-shirt",8,2025-05-18,25-34,Bicycle theft,Yes,NW3 3DG
S0221,Charles Clark,"male, 5'6"", tracksuit",5,2025-07-18,35-44,Bicycle theft,Yes,SW11 2WJ
S1061,Michelle Campbell,"male, 5'11"", red jacket",29,2025-06-12,25-34,Bicycle theft,Yes,CR0 4LL
S1133,Ava Green,"male, 5'8"", black hoodie",19,2025-06-09,35-44,Theft from the person,Yes,E12 9BT
S0451,Anthony Lee,"male, 5'9"", leather jacket",9,2025-05-31,25-34,Bicycle theft,Yes,EC1V 3TL
S0843,Susan Martin,"male, 5'4"", white t-shirt",24,2025-07-20,25-34,Bicycle theft,Yes,W14 0DL
S1419,Carol Hall,"male, 5'7"", baseball cap",8,2025-06-26,45-54,Bicycle theft,No,CR2 2QD
S0808,Mary Taylor,"male, 5'4"", white t-shirt",13,2025-05-04,55+,Theft from the person,Yes,N17 9UH
S1223,Helen Thomas,"male, 6'1"", blue jeans",20,2025-06-16,45-54,Bicycle theft,Yes,TW14 0YP
S0327,Karen Nelson,"female, 5'11"", blue jeans",5,2025-07-18,25-34,Bicycle theft,No,NW3 2UB
S0565,Emma Carter,"female, 6'2"", dark coat",12,2025-05-29,55+,Theft from the person,Yes,CR0 6BY
S1246,Charles Harris,"female, 5'4"", tracksuit",30,2025-06-04,55+,Bicycle theft,Yes,CR0 0HD
S0504,Joseph Garcia,"male, 5'11"", denim jacket",18,2025-06-01,35-44,Bicycle theft,Yes,NW1W 8LE
S1321,Joshua Nguyen,"female, 5'7"", black hoodie",13,2025-07-12,35-44,Theft from the person,No,SE26 5TQ
S1321,Joshua Nguyen,"female, 5'7"", black hoodie",13,2025-06-26,55+,Bicycle theft,No,IG7 5WE
S1367,William Flores,"female, 5'10"", red jacket",5,2025-05-15,25-34,Bicycle theft,No,SE1 4DZ
S1319,Robert Roberts,"male, 5'11"", tracksuit",21,2025-06-18,35-44,Bicycle theft,Yes,TW11 8PS
S1430,Robert Allen,"male, 5'10"", denim jacket",15,2025-06-06,55+,Bicycle theft,Yes,EC1V 9BT
S0065,Isabella Campbell,"female, 6'1"", baseball cap",2,2025-05-10,45-54,Bicycle theft,No,SW19 2DS
S1079,Jessica Nguyen,"male, 5'10"", white t-shirt",23,2025-06-22,55+,Bicycle theft,No,CR7 8DZ
S0540,Richard Smith,"male, 6'1"", black hoodie",18,2025-06-04,55+,Theft from the person,Yes,SW11 5FN
S1207,Patricia Rivera,"male, 5'4"", baseball cap",8,2025-06-27,55+,Theft from the person,No,NW10 3DR
S1246,Charles Harris,"female, 5'4"", tracksuit",7,2025-07-19,18-24,Theft from the person,Yes,EN5 2NB
S0497,Michelle Miller,"male, 5'4"", denim jacket",4,2025-06-27,55+,Bicycle theft,Yes,RM7 9AR
S0016,Elizabeth White,"male, 5'4"", white t-shirt",20,2025-05-24,25-34,Bicycle theft,Yes,SW16 4JA
S0125,Donald Lopez,"female, 6'0"", blue jeans",13,2025-05-31,55+,Bicycle theft,Yes,SE6 2RA
S1185,Barbara Rodriguez,"female, 6'1"", blue jeans",15,2025-05-10,18-24,Theft from the person,Yes,N16 6EY
S1058,Joseph Baker,"female, 5'10"", leather jacket",5,2025-07-12,45-54,Theft from the person,No,NW1 2SJ
S1463,Olivia Wright,"female, 5'9"", white t-shirt",21,2025-05-06,18-24,Bicycle theft,Yes,BR1 2RJ
S1486,William Martin,"male, 5'10"", denim jacket",46,2025-06-26,45-54,Bicycle theft,No,BR1 9DQ
S0287,Matthew Nguyen,"female, 6'0"", tracksuit",10,2025-05-20,18-24,Theft from the person,No,UB3 5HL
S0744,Joshua Clark,"male, 6'2"", dark coat",8,2025-05-13,55+,Theft from the person,No,W11 2EE
S0643,Robert Walker,"male, 5'9"", dark coat",6,2025-07-13,55+,Bicycle theft,Yes,EC2N 1SE
S1124,Ava Allen,"male, 5'5"", tracksuit",23,2025-07-14,18-24,Bicycle theft,Yes,EC2A 2DR
S0740,Steven Roberts,"female, 5'9"", blue jeans",16,2025-05-07,35-44,Theft from the person,No,SM1 4DJ
S0900,Barbara Green,"male, 5'11"", baseball cap",0,2025-07-25,45-54,Theft from the person,Yes,EN7 5HT
S0020,Barbara Williams,"female, 5'8"", black hoodie",13,2025-07-20,35-44,Bicycle theft,No,IG6 2UA
S0261,Helen Miller,"female, 5'7"", leather jacket",10,2025-07-19,35-44,Theft from the person,Yes,EC2R 8EB
S1476,Matthew Williams,"female, 5'8"", denim jacket",19,2025-07-05,18-24,Bicycle theft,Yes,SW8 4YF
S0952,James Roberts,"female, 6'0"", leather jacket",4,2025-06-15,55+,Theft from the person,No,RM2 6PP
S1189,Lisa Rivera,"female, 6'0"", red jacket",12,2025-07-06,35-44,Bicycle theft,No,CR2 7BL
S0470,Emma Ramirez,"female, 5'10"", red jacket",18,2025-06-23,18-24,Bicycle theft,Yes,SW8 3WX
S0080,Betty Flores,"female, 5'10"", black hoodie",16,2025-05-04,55+,Theft from the person,No,W1J 9EG
S0367,Christopher Miller,"male, 5'4"", baseball cap",5,2025-07-07,45-54,Bicycle theft,No,E16 2TW
S1061,Michelle Campbell,"male, 5'11"", red jacket",11,2025-07-12,25-34,Bicycle theft,Yes,SW13 3BR
S0002,Donna Wright,"male, 5'5"", denim jacket",4,2025-06-03,25-34,Bicycle theft,Yes,SE12 8UE
S1229,Jessica Harris,"male, 5'4"", black hoodie",16,2025-05-13,35-44,Bicycle theft,Yes,SE10 9AS
S1481,Charles King,"male, 5'11"", baseball cap",10,2025-06-05,35-44,Bicycle theft,No,N14 5ND
S1079,Jessica Nguyen,"male, 5'10"", white t-shirt",4,2025-05-22,25-34,Theft from the person,Yes,E2 9ND
S1358,Thomas Hall,"male, 5'7"", dark coat",7,2025-06-04,25-34,Bicycle theft,Yes,N16 8LJ
S1359,Robert Roberts,"male, 6'0"", blue jeans",17,2025-05-22,35-44,Bicycle theft,Yes,SE5 7ZZ
S0484,Anthony Anderson,"female, 5'4"", dark coat",2,2025-07-19,45-54,Theft from the person,No,E9 5SU
S1064,Anthony Wright,"male, 6'2"", red jacket",20,2025-07-27,25-34,Bicycle theft,No,TW14 8HL
S0511,Mark Rivera,"male, 5'8"", dark coat",6,2025-06-13,45-54,Theft from the person,Yes,SE8 9EY
S1310,Joshua Roberts,"male, 5'7"", denim jacket",5,2025-05-07,55+,Theft from the person,No,NW1 9XS
S0861,Robert Campbell,"male, 5'5"", denim jacket",17,2025-07-14,18-24,Bicycle theft,No,E8 4RJ
S0264,Jessica Nguyen,"male, 5'11"", grey sweater",11,2025-06-25,55+,Theft from the person,No,NW9 8XS
S1456,Jessica Hernandez,"male, 5'5"", denim jacket",33,2025-07-23,45-54,Theft from the person,Yes,WC2B 4QN
S1473,David Clark,"male, 5'10"", dark coat",25,2025-07-31,55+,Theft from the person,Yes,CR2 8DA
S1146,Michelle Williams,"female, 5'6"", grey sweater",15,2025-07-15,45-54,Theft from the person,No,W1G 8HA
S1253,Harper Torres,"female, 5'6"", blue jeans",14,2025-05-23,18-24,Theft from the person,No,W3 6EL
S1012,Elizabeth Nguyen,"female, 5'6"", leather jacket",9,2025-06-07,55+,Bicycle theft,Yes,E4 0FU
S0491,Amelia Wilson,"male, 6'1"", grey sweater",7,2025-05-04,35-44,Bicycle theft,Yes,W1X 4EH
S1134,Mark Rivera,"male, 5'8"", blue jeans",13,2025-06-06,25-34,Bicycle theft,No,SE14 6AY
S0989,Robert Garcia,"female, 5'7"", baseball cap",12,2025-05-08,18-24,Bicycle theft,No,RM7 1GF
S1497,Joshua Harris,"male, 5'6"", denim jacket",14,2025-06-23,35-44,Theft from the person,Yes,E10 7NF
S0578,Joshua Gonzalez,"female, 6'0"", baseball cap",8,2025-06-12,45-54,Theft from the person,No,SW19 2YL
S1343,Richard Roberts,"male, 6'0"", baseball cap",6,2025-07-12,18-24,Theft from the person,Yes,SM1 9HT
S0641,Linda Brown,"female, 5'11"", baseball cap",19,2025-06-30,45-54,Theft from the person,Yes,SM5 4WG
S0285,Charlotte Young,"female, 5'9"", leather jacket",16,2025-06-29,35-44,Theft from the person,Yes,IG8 9WH
S1249,Daniel White,"female, 5'5"", denim jacket",16,2025-06-21,55+,Theft from the person,Yes,IG2 7EN
S1270,Sandra Roberts,"female, 5'4"", leather jacket",9,2025-05-20,55+,Bicycle theft,No,RM13 8TH
S1212,Steven Taylor,"female, 5'8"", grey sweater",16,2025-06-10,18-24,Bicycle theft,Yes,EC1A 7BE
S0171,Michelle Nelson,"male, 5'9"", tracksuit",15,2025-07-30,45-54,Theft from the person,No,SW20 8EB
S1427,Lisa Hall,"male, 5'9"", white t-shirt",5,2025-05-07,35-44,Bicycle theft,No,N8 9ZD
S1404,Richard Baker,"male, 5'4"", tracksuit",6,2025-06-29,25-34,Theft from the person,No,NW2 6AQ
S0980,Elizabeth Hernandez,"male, 5'10"", denim jacket",14,2025-07-24,35-44,Bicycle theft,No,WC2N 5BZ
S0982,Richard Anderson,"male, 6'0"", baseball cap",18,2025-05-05,45-54,Bicycle theft,Yes,E18 2FS
S0583,Donald Sanchez,"female, 5'8"", denim jacket",21,2025-07-05,25-34,Bicycle theft,Yes,SE21 8PJ
S0124,John Wilson,"female, 5'11"", white t-shirt",19,2025-05-28,45-54,Theft from the person,No,BR3 1FA
S0636,Anthony Ramirez,"male, 5'11"", denim jacket",4,2025-05-25,45-54,Theft from the person,Yes,N1 5FT
S1301,Sophia Garcia,"male, 5'4"", blue jeans",6,2025-06-11,45-54,Bicycle theft,Yes,SW6 2GE
S0864,John Johnson,"male, 5'9"", baseball cap",8,2025-06-17,25-34,Theft from the person,No,IG8 9JE
S1462,Isabella Carter,"male, 5'11"", dark coat",24,2025-05-22,45-54,Bicycle theft,No,E15 2DU
S0211,Charles Carter,"male, 5'5"", leather jacket",24,2025-07-16,45-54,Theft from the person,Yes,IG6 3XN
S1152,Donald Williams,"female, 5'9"", tracksuit",3,2025-05-19,55+,Bicycle theft,Yes,BR1 4AS
S1398,Daniel Davis,"male, 5'4"", leather jacket",11,2025-06-02,25-34,Theft from the person,No,SE18 1WZ
S1439,Donna Nelson,"male, 6'2"", red jacket",5,2025-05-21,45-54,Theft from the person,Yes,SE3 0XE
S1429,Robert Walker,"female, 5'5"", black hoodie",17,2025-06-29,45-54,Theft from the person,Yes,SE10 9LN
S1319,Robert Roberts,"male, 5'11"", tracksuit",8,2025-05-21,55+,Bicycle theft,No,W13 8SD
S0771,Joshua Adams,"male, 5'11"", white t-shirt",10,2025-07-03,25-34,Bicycle theft,No,NW1 3ZG
S1394,Daniel Perez,"female, 5'9"", black hoodie",5,2025-07-26,55+,Theft from the person,Yes,SE9 4BA
S0460,Mary Young,"female, 6'1"", tracksuit",6,2025-06-04,35-44,Bicycle theft,No,HA3 5UP
S0100,Michelle Jackson,"female, 6'1"", baseball cap",16,2025-06-12,45-54,Bicycle theft,Yes,UB3 4EF
S0430,Nancy Thompson,"male, 6'1"", baseball cap",6,2025-05-09,35-44,Theft from the person,No,E6 9LR
S0882,Richard Lopez,"male, 5'8"", dark coat",26,2025-06-22,35-44,Theft from the person,No,SW1A 2JJ
S1462,Isabella Carter,"male, 5'11"", dark coat",21,2025-07-22,55+,Theft from the person,No,TW11 0AR
S1177,Carol Lewis,"female, 5'9"", white t-shirt",11,2025-05-03,25-34,Bicycle theft,No,WC2E 9HY
S1250,Elizabeth Johnson,"male, 5'6"", black hoodie",3,2025-05-01,25-34,Bicycle theft,Yes,WC1B 3BN
S0657,Mia Walker,"male, 5'7"", leather jacket",14,2025-07-22,25-34,Theft from the person,Yes,SM1 2TH
S1468,Jennifer Johnson,"female, 5'11"", baseball cap",11,2025-07-09,45-54,Theft from the person,No,EC1A 1LP
S1417,William Martin,"male, 5'9"", leather jacket",15,2025-06-16,25-34,Theft from the person,Yes,SW1P 2HD
S0462,Helen Allen,"female, 5'7"", baseball cap",15,2025-07-11,18-24,Bicycle theft,Yes,HA0 1LN
S1243,Evelyn Flores,"female, 5'4"", tracksuit",4,2025-05-04,55+,Bicycle theft,Yes,TW3 2BD
S1236,Robert Smith,"male, 5'4"", leather jacket",14,2025-07-01,35-44,Bicycle theft,Yes,SW19 5QW
S1140,Sandra Thomas,"female, 6'1"", baseball cap",1,2025-05-13,55+,Theft from the person,Yes,W4 9DG
S1301,Sophia Garcia,"male, 5'4"", blue jeans",5,2025-05-16,55+,Bicycle theft,No,E6 5TZ
S0160,Ruth Green,"female, 5'4"", grey sweater",24,2025-06-02,45-54,Bicycle theft,No,UB5 5XU
S1496,James Williams,"female, 5'8"", denim jacket",24,2025-05-13,25-34,Bicycle theft,Yes,NW2 5ZL
S0724,Lisa Carter,"female, 5'4"", dark coat",18,2025-06-24,25-34,Bicycle theft,Yes,SE16 7AE
S0680,Michelle Jackson,"male, 5'5"", leather jacket",14,2025-06-20,45-54,Bicycle theft,Yes,NW10 6ET
S1499,Thomas Roberts,"male, 5'7"", leather jacket",22,2025-05-18,25-34,Theft from the person,No,SW15 2RG
S0006,Charles Smith,"male, 5'7"", blue jeans",5,2025-05-14,25-34,Bicycle theft,No,RM8 1EQ
S0937,Richard Ramirez,"female, 5'8"", black hoodie",10,2025-06-26,45-54,Theft from the person,No,NW1 6UN
S0188,Sophia Johnson,"male, 5'5"", dark coat",13,2025-07-24,18-24,Theft from the person,Yes,TW9 3WS
S1479,Mark Lee,"male, 5'4"", dark coat",15,2025-06-18,45-54,Bicycle theft,Yes,NW8 7RY
S1076,Lisa Brown,"female, 5'5"", dark coat",5,2025-06-01,18-24,Bicycle theft,No,HA1 3UQ
S1480,Mia Smith,"male, 5'9"", dark coat",9,2025-05-25,25-34,Theft from the person,No,NW8 0PD
S0620,Donna Walker,"female, 5'6"", white t-shirt",3,2025-05-29,18-24,Theft from the person,No,UB8 2EU
S0991,Mary Gonzalez,"male, 5'7"", red jacket",12,2025-05-27,18-24,Bicycle theft,No,SW9 0EG
S0081,Andrew Williams,"male, 5'11"", leather jacket",14,2025-07-27,25-34,Bicycle theft,Yes,E6 1HJ
S1461,Mark Garcia,"male, 5'6"", leather jacket",30,2025-07-08,25-34,Theft from the person,Yes,SE25 6XT
S0185,Evelyn Campbell,"female, 5'6"", red jacket",16,2025-05-09,25-34,Theft from the person,No,NW1 9YZ
S0211,Charles Carter,"male, 5'5"", leather jacket",16,2025-06-01,25-34,Theft from the person,Yes,WC1N 3WB
S1499,Thomas Roberts,"male, 5'7"", leather jacket",25,2025-05-22,35-44,Bicycle theft,No,TW8 0QS
S0126,Charles Thomas,"female, 5'5"", black hoodie",1,2025-06-28,45-54,Bicycle theft,No,SE9 5BL
S0832,Donald Clark,"male, 5'8"", tracksuit",7,2025-06-09,18-24,Theft from the person,Yes,E15 2GS
